출처,접수번호,성명,생년월일,생년월일_원본,성별,성별_원본,연락처,연락처_원본,최종학력,자격증,시험지역,시험장,시험일자,시험일자_원본,교시_원본,수수료,감면유형,감면유형_원본,감면금액,최종결제금액,결제수단,결제수단_원본,결제상태,결제상태_원본,접수상태,접수상태_원본,접수일시,접수일시_원본,사용맥락,등급,시험유형,회차,시험구분,응시자격유형,시험연도,차수,1차합격여부,시험과목,교육기관,교육수료번호,교육수료일,교육수료일_원본,교육이수시간,사진검증,확인필요
국가기술,DN2026508270,이옥분,1949-12-07,1949-12-07,여,여,010-3616-7787,010-3616-7787,대학교졸,지게차운전기능사,충북,청주시험장,2026-10-12,2026-10-12,1,14500,없음,없음,0,14500,계좌이체,계좌이체,대기,대기,결제대기,결제대기,2026-08-14 15:59,2026-08-14 15:59:00,복지관,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026532773,정춘희,1935-02-25,1935-02-25,여,여,010-7021-3016,010-7021-3016,초등학교졸업,전기기능사,울산,울산시험장,2026-10-14,2026-10-14,2,14500,장애인,장애인,7250,7250,신용카드,신용카드,대기,대기,결제대기,결제대기,2026-08-05 15:21,2026-08-05 15:21:00,본인단독,기능사,정기,2,필기,경력,,,,,,,,,,,
국가기술,DN2026922459,노순옥,1948-09-06,1948-09-06,여,여,010-3183-6359,010-3183-6359,고등학교졸업,지게차운전기능사,대구,대구시험장,2026-10-26,2026-10-26,3,14500,없음,없음,0,14500,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-10 15:42,2026-08-10 15:42:00,가족보조,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026681472,오영숙,1949-03-04,1949-03-04,여,여,010-1022-2487,010-1022-2487,중학교졸업,굴착기운전기능사,울산,울산시험장,2026-11-10,2026-11-10,1,14500,국가유공자,국가유공자,7250,7250,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-10 12:15,2026-08-10 12:15:00,가족보조,기능사,상시CBT,,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026961848,김경자,1954-05-04,1954-05-04,여,여,010-3159-5984,010-3159-5984,고등학교졸업,한식조리기능사,제주,제주시험장,2026-11-11,2026-11-11,4,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-14 22:26,2026-08-14 22:26:00,본인단독,기능사,상시CBT,,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026290278,배필순,1937-10-09,1937-10-09,여,여,010-1926-9525,010-1926-9525,고등학교졸업,한식조리기능사,경기,수원시험장,2026-11-24,2026-11-24,5,14500,장애인,장애인,7250,7250,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-01 10:52,2026-08-01 10:52:00,복지관,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026109090,양선옥,1942-01-05,1942-01-05,여,여,010-9272-5581,010-9272-5581,대학교졸,전기기능사,울산,울산시험장,2026-11-01,2026-11-01,2,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-14 16:39,2026-08-14 16:39:00,복지관,기능사,정기,3,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026006040,곽영자,1963-07-04,1963-07-04,여,여,010-3862-6949,010-3862-6949,중학교졸업,한식조리기능사,세종,세종시험장,2026-09-06,2026-09-06,3,14500,국가유공자,국가유공자,7250,7250,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-17 21:23,2026-08-17 21:23:00,본인단독,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026899072,유계순,1933-07-15,1933-07-15,여,여,010-1364-5815,010-1364-5815,고등학교졸업,한식조리기능사,인천,인천시험장,2026-09-05,2026-09-05,4,14500,장애인,장애인,7250,7250,신용카드,신용카드,대기,대기,결제대기,결제대기,2026-08-17 15:53,2026-08-17 15:53:00,본인단독,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026910849,강기철,1935-11-11,1935-11-11,남,남,010-2590-7955,010-2590-7955,대학교졸,지게차운전기능사,광주,광주시험장,2026-09-22,2026-09-22,1,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-01 11:45,2026-08-01 11:45:00,본인단독,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026045964,홍동석,1928-01-19,1928-01-19,남,남,010-6666-4916,010-6666-4916,고등학교졸업,지게차운전기능사,충북,청주시험장,2026-11-13,2026-11-13,3,14500,없음,없음,0,14500,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-03 18:46,2026-08-03 18:46:00,본인단독,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026124557,장만수,1932-11-27,1932-11-27,남,남,010-4456-9895,010-4456-9895,중학교졸업,굴착기운전기능사,세종,세종시험장,2026-09-07,2026-09-07,4,14500,없음,없음,0,14500,신용카드,신용카드,환불,환불,취소,취소,2026-08-17 22:20,2026-08-17 22:20:00,본인단독,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026089941,백정순,1939-03-08,1939-03-08,여,여,010-1029-9142,010-1029-9142,고등학교졸업,지게차운전기능사,광주,광주시험장,2026-09-01,2026-09-01,1,14500,기초생활수급자,기초생활수급자,7250,7250,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-03 14:35,2026-08-03 14:35:00,가족보조,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026091956,임정호,1947-09-09,1947-09-09,남,남,010-6325-6748,010-6325-6748,고등학교졸업,지게차운전기능사,인천,인천시험장,2026-11-14,2026-11-14,1,14500,없음,없음,0,14500,가상계좌,가상계좌,완료,완료,접수완료,접수완료,2026-08-03 17:49,2026-08-03 17:49:00,본인단독,기능사,상시CBT,,필기,관련학과졸업,,,,,,,,,,,
전문,DP2026056789,정계순,1966-10-05,1966/10/05,여,F,010-1645-7059,010-1645-7059,고등학교졸업,공인중개사,충북,청주시험장,2026-10-18,2026/10/18,1,15200,없음,NONE,,15200,가상계좌,VIRTUAL_ACCOUNT,완료,PAID,접수완료,CONFIRMED,2026-08-19 13:50,2026/08/19 13:50,본인단독,,,,,,2026,2차,N,공인중개사법;부동산공법;부동산공시법;부동산세법,,,,,,,
전문,DP2026054149,김운순,1965-05-16,1965/05/16,여,F,010-4062-7982,010-4062-7982,전문대졸,손해평가사,강원,춘천시험장,2026-10-20,2026/10/20,2,30000,없음,NONE,,30000,계좌이체,BANK_TRANSFER,완료,PAID,접수완료,CONFIRMED,2026-08-10 14:00,2026/08/10 14:00,본인단독,,,,,,2026,1차,N,상법(보험편);농어업재해보험법규,,,,,,,
전문,DP2026217694,김만수,1962-04-24,1962/04/24,남,M,010-7998-8769,010-7998-8769,전문대졸,공인중개사,전북,전주시험장,2026-10-15,2026/10/15,3,15200,없음,NONE,,15200,계좌이체,BANK_TRANSFER,완료,PAID,접수완료,CONFIRMED,2026-08-19 11:07,2026/08/19 11:07,가족보조,,,,,,2026,2차,Y,공인중개사법;부동산공법;부동산공시법;부동산세법,,,,,,,
전문,DP2026039240,백만복,1961-07-05,1961/07/05,남,M,010-2613-7810,010-2613-7810,대학교졸,손해평가사,전북,전주시험장,2026-10-23,2026/10/23,1,30000,없음,NONE,,30000,계좌이체,BANK_TRANSFER,완료,PAID,접수완료,CONFIRMED,2026-08-09 16:58,2026/08/09 16:58,가족보조,,,,,,2026,1차,N,상법(보험편);농어업재해보험법규,,,,,,,
전문,DP2026122604,고인순,1959-12-02,1959/12/02,여,F,010-7754-5309,010-7754-5309,고등학교졸업,공인중개사,광주,광주시험장,2026-10-21,2026/10/21,3,15200,없음,NONE,,15200,신용카드,CARD,완료,PAID,접수완료,CONFIRMED,2026-08-13 21:31,2026/08/13 21:31,본인단독,,,,,,2026,2차,Y,공인중개사법;부동산공법;부동산공시법;부동산세법,,,,,,,
전문,DP2026892219,윤원호,1928-08-04,1928/08/04,남,M,010-9385-8610,010-9385-8610,초등학교졸업,공인중개사,울산,울산시험장,2026-10-18,2026/10/18,2,13400,없음,NONE,,13400,신용카드,CARD,완료,PAID,접수완료,CONFIRMED,2026-08-17 22:54,2026/08/17 22:54,본인단독,,,,,,2026,1차,N,부동산학개론;민법및민사특별법,,,,,,,
전문,DP2026805054,문종수,1932-01-25,1932/01/25,남,M,010-8200-3150,010-8200-3150,초등학교졸업,공인중개사,제주,제주시험장,2026-10-18,2026/10/18,1,13400,장애인,DISABLED,,13400,가상계좌,VIRTUAL_ACCOUNT,완료,PAID,접수완료,CONFIRMED,2026-08-04 22:49,2026/08/04 22:49,본인단독,,,,,,2026,1차,N,부동산학개론;민법및민사특별법,,,,,,,
전문,DP2026401201,최복남,1948-12-15,1948/12/15,남,M,010-1496-5004,010-1496-5004,중학교졸업,손해평가사,강원,춘천시험장,2026-10-21,2026/10/21,1,30000,없음,NONE,,30000,신용카드,CARD,대기,PENDING,결제대기,PENDING,2026-08-05 14:29,2026/08/05 14:29,본인단독,,,,,,2026,2차,Y,농작물재해보험이론과실무;가축재해보험이론과실무,,,,,,,
전문,DP2026939847,임춘자,1948-07-09,1948/07/09,여,F,010-7723-7925,010-7723-7925,고등학교졸업,공인중개사,경남,창원시험장,2026-10-17,2026/10/17,2,15200,없음,NONE,,15200,가상계좌,VIRTUAL_ACCOUNT,완료,PAID,접수완료,CONFIRMED,2026-08-10 21:29,2026/08/10 21:29,본인단독,,,,,,2026,2차,Y,공인중개사법;부동산공법;부동산공시법;부동산세법,,,,,,,
전문,DP2026095622,양미자,1937-03-19,1937/03/19,여,F,010-1896-9588,010-1896-9588,대학교졸,손해평가사,부산,부산시험장,2026-10-16,2026/10/16,2,30000,없음,NONE,,30000,신용카드,CARD,대기,PENDING,결제대기,PENDING,2026-08-12 16:58,2026/08/12 16:58,본인단독,,,,,,2026,1차,N,상법(보험편);농어업재해보험법규,,,,,,,
전문,DP2026403906,임영호,1964-11-12,1964/11/12,남,M,010-9175-4163,010-9175-4163,대학교졸,공인중개사,충남,천안시험장,2026-10-25,2026/10/25,3,13400,없음,NONE,,13400,계좌이체,BANK_TRANSFER,완료,PAID,접수완료,CONFIRMED,2026-08-14 11:19,2026/08/14 11:19,본인단독,,,,,,2026,1차,N,부동산학개론;민법및민사특별법,,,,,,,
전문,DP2026590819,윤운순,1958-01-01,1958/01/01,여,F,010-2883-5838,010-2883-5838,대학원졸,손해평가사,경기,성남시험장,2026-10-16,2026/10/16,3,30000,없음,NONE,,30000,가상계좌,VIRTUAL_ACCOUNT,완료,PAID,접수완료,CONFIRMED,2026-08-01 19:15,2026/08/01 19:15,본인단독,,,,,,2026,2차,Y,농작물재해보험이론과실무;가축재해보험이론과실무,,,,,,,
전문,DP2026085728,장태호,1936-12-13,1936/12/13,남,M,010-9769-6810,010-9769-6810,대학교졸,공인중개사,충남,천안시험장,2026-10-20,2026/10/20,3,13400,없음,NONE,,13400,계좌이체,BANK_TRANSFER,완료,PAID,접수완료,CONFIRMED,2026-08-01 21:09,2026/08/01 21:09,본인단독,,,,,,2026,1차,N,부동산학개론;민법및민사특별법,,,,,,,
전문,DP2026268235,황선옥,1959-04-28,1959/04/28,여,F,010-6087-7516,010-6087-7516,고등학교졸업,공인중개사,대구,대구시험장,2026-10-19,2026/10/19,1,13400,없음,NONE,,13400,계좌이체,BANK_TRANSFER,완료,PAID,접수완료,CONFIRMED,2026-08-14 10:39,2026/08/14 10:39,본인단독,,,,,,2026,1차,N,부동산학개론;민법및민사특별법,,,,,,,
전문,DP2026920834,백금순,1945-11-26,1945/11/26,여,F,010-4558-8008,010-4558-8008,고등학교졸업,손해평가사,제주,제주시험장,2026-10-24,2026/10/24,3,30000,없음,NONE,,30000,가상계좌,VIRTUAL_ACCOUNT,완료,PAID,접수완료,CONFIRMED,2026-08-18 12:41,2026/08/18 12:41,본인단독,,,,,,2026,1차,N,상법(보험편);농어업재해보험법규,,,,,,,
전문,DP2026115266,우용기,1952-03-18,1952/03/18,남,M,010-3165-8816,010-3165-8816,고등학교졸업,공인중개사,제주,제주시험장,2026-10-21,2026/10/21,3,13400,없음,NONE,,13400,계좌이체,BANK_TRANSFER,완료,PAID,접수완료,CONFIRMED,2026-08-02 14:02,2026/08/02 14:02,가족보조,,,,,,2026,1차,N,부동산학개론;민법및민사특별법,,,,,,,
전문,DP2026314428,백만복,1953-08-27,1953/08/27,남,M,010-7425-3851,010-7425-3851,대학교졸,손해평가사,전남,순천시험장,2026-10-16,2026/10/16,1,30000,없음,NONE,,30000,계좌이체,BANK_TRANSFER,대기,PENDING,결제대기,PENDING,2026-08-18 22:02,2026/08/18 22:02,본인단독,,,,,,2026,2차,Y,농작물재해보험이론과실무;가축재해보험이론과실무,,,,,,,
전문,DP2026036877,양갑수,1956-06-11,1956/06/11,남,M,010-1064-8394,010-1064-8394,대학원졸,손해평가사,대구,대구시험장,2026-10-22,2026/10/22,1,30000,없음,NONE,,30000,가상계좌,VIRTUAL_ACCOUNT,완료,PAID,접수완료,CONFIRMED,2026-08-06 16:35,2026/08/06 16:35,본인단독,,,,,,2026,1차,N,상법(보험편);농어업재해보험법규,,,,,,,
전문,DP2026532008,백미자,1941-04-03,1941/04/03,여,F,010-1638-4373,010-1638-4373,대학교졸,공인중개사,경남,창원시험장,2026-10-24,2026/10/24,1,15200,없음,NONE,,15200,신용카드,CARD,대기,PENDING,결제대기,PENDING,2026-08-07 16:36,2026/08/07 16:36,가족보조,,,,,,2026,2차,Y,공인중개사법;부동산공법;부동산공시법;부동산세법,,,,,,,
전문,DP2026476455,허순옥,1930-10-03,1930/10/03,여,F,010-7982-6257,010-7982-6257,대학교졸,손해평가사,서울,서울남부시험장,2026-10-19,2026/10/19,1,30000,없음,NONE,,30000,신용카드,CARD,완료,PAID,접수완료,CONFIRMED,2026-08-03 10:43,2026/08/03 10:43,가족보조,,,,,,2026,1차,N,상법(보험편);농어업재해보험법규,,,,,,,
전문,DP2026490286,심필호,1940-06-25,1940/06/25,남,M,010-9569-2663,010-9569-2663,고등학교졸업,손해평가사,세종,세종시험장,2026-10-21,2026/10/21,2,30000,없음,NONE,,30000,가상계좌,VIRTUAL_ACCOUNT,완료,PAID,접수완료,CONFIRMED,2026-08-16 17:34,2026/08/16 17:34,본인단독,,,,,,2026,1차,N,상법(보험편);농어업재해보험법규,,,,,,,
전문,DP2026426053,임점순,1942-09-02,1942/09/02,여,F,010-8227-3507,010-8227-3507,중학교졸업,손해평가사,서울,서울2시험장,2026-10-24,2026/10/24,1,30000,없음,NONE,,30000,가상계좌,VIRTUAL_ACCOUNT,완료,PAID,접수완료,CONFIRMED,2026-08-08 16:19,2026/08/08 16:19,본인단독,,,,,,2026,2차,Y,농작물재해보험이론과실무;가축재해보험이론과실무,,,,,,,
전문,DP2026766907,손순옥,1937-08-17,1937/08/17,여,F,010-1208-4202,010-1208-4202,고등학교졸업,공인중개사,세종,세종시험장,2026-10-16,2026/10/16,3,13400,없음,NONE,,13400,계좌이체,BANK_TRANSFER,완료,PAID,접수완료,CONFIRMED,2026-08-04 13:50,2026/08/04 13:50,가족보조,,,,,,2026,1차,N,부동산학개론;민법및민사특별법,,,,,,,
전문,DP2026001395,우말자,1947-12-27,1947/12/27,여,F,010-5628-9967,010-5628-9967,고등학교졸업,손해평가사,전북,전주시험장,2026-10-19,2026/10/19,1,30000,없음,NONE,,30000,계좌이체,BANK_TRANSFER,완료,PAID,접수완료,CONFIRMED,2026-08-09 21:07,2026/08/09 21:07,가족보조,,,,,,2026,1차,N,상법(보험편);농어업재해보험법규,,,,,,,
전문,DP2026707325,고상원,1929-04-05,1929/04/05,남,M,010-2920-5442,010-2920-5442,전문대졸,손해평가사,광주,광주시험장,2026-10-24,2026/10/24,1,30000,기초생활수급자,BASIC_LIVING,,30000,계좌이체,BANK_TRANSFER,완료,PAID,접수완료,CONFIRMED,2026-08-09 13:07,2026/08/09 13:07,가족보조,,,,,,2026,1차,N,상법(보험편);농어업재해보험법규,,,,,,,
전문,DP2026696119,한옥분,1937-02-25,1937/02/25,여,F,010-2396-6639,010-2396-6639,대학교졸,손해평가사,전북,전주시험장,2026-10-22,2026/10/22,3,30000,없음,NONE,,30000,가상계좌,VIRTUAL_ACCOUNT,완료,PAID,접수완료,CONFIRMED,2026-08-17 20:27,2026/08/17 20:27,본인단독,,,,,,2026,2차,Y,농작물재해보험이론과실무;가축재해보험이론과실무,,,,,,,
전문,DP2026042912,조원호,1945-02-20,1945/02/20,남,M,010-8419-7412,010-8419-7412,고등학교졸업,손해평가사,경북,포항시험장,2026-10-18,2026/10/18,3,30000,기초생활수급자,BASIC_LIVING,,30000,계좌이체,BANK_TRANSFER,완료,PAID,접수완료,CONFIRMED,2026-08-12 09:55,2026/08/12 09:55,본인단독,,,,,,2026,1차,N,상법(보험편);농어업재해보험법규,,,,,,,
전문,DP2026299911,곽만수,1948-04-13,1948/04/13,남,M,010-8949-3895,010-8949-3895,전문대졸,손해평가사,부산,부산시험장,2026-10-21,2026/10/21,2,30000,없음,NONE,,30000,신용카드,CARD,완료,PAID,접수완료,CONFIRMED,2026-08-07 15:49,2026/08/07 15:49,가족보조,,,,,,2026,1차,N,상법(보험편);농어업재해보험법규,,,,,,,
전문,DP2026728247,강영수,1933-04-11,1933/04/11,남,M,010-6245-5399,010-6245-5399,중학교졸업,손해평가사,전북,전주시험장,2026-10-18,2026/10/18,3,30000,없음,NONE,,30000,가상계좌,VIRTUAL_ACCOUNT,완료,PAID,접수완료,CONFIRMED,2026-08-12 19:26,2026/08/12 19:26,가족보조,,,,,,2026,1차,N,상법(보험편);농어업재해보험법규,,,,,,,
전문,DP2026419356,김춘희,1960-05-28,1960/05/28,여,F,010-9090-3451,010-9090-3451,대학교졸,공인중개사,울산,울산시험장,2026-10-21,2026/10/21,2,13400,없음,NONE,,13400,신용카드,CARD,완료,PAID,접수완료,CONFIRMED,2026-08-03 15:26,2026/08/03 15:26,본인단독,,,,,,2026,1차,N,부동산학개론;민법및민사특별법,,,,,,,
전문,DP2026075401,정동석,1966-08-10,1966/08/10,남,M,010-4887-8567,010-4887-8567,전문대졸,손해평가사,부산,부산남부시험장,2026-10-17,2026/10/17,3,30000,없음,NONE,,30000,계좌이체,BANK_TRANSFER,완료,PAID,접수완료,CONFIRMED,2026-08-08 19:01,2026/08/08 19:01,본인단독,,,,,,2026,1차,N,상법(보험편);농어업재해보험법규,,,,,,,
전문,DP2026208351,주영수,1935-12-22,1935/12/22,남,M,010-1360-8189,010-1360-8189,고등학교졸업,손해평가사,전남,순천시험장,2026-10-24,2026/10/24,1,30000,없음,NONE,,30000,신용카드,CARD,완료,PAID,접수완료,CONFIRMED,2026-08-16 18:27,2026/08/16 18:27,가족보조,,,,,,2026,2차,Y,농작물재해보험이론과실무;가축재해보험이론과실무,,,,,,,
전문,DP2026745384,강용기,1948-04-03,1948/04/03,남,M,010-6566-3317,010-6566-3317,전문대졸,공인중개사,강원,춘천시험장,2026-10-24,2026/10/24,3,15200,없음,NONE,,15200,신용카드,CARD,완료,PAID,접수완료,CONFIRMED,2026-08-01 21:15,2026/08/01 21:15,본인단독,,,,,,2026,2차,Y,공인중개사법;부동산공법;부동산공시법;부동산세법,,,,,,,
전문,DP2026119134,유영호,1965-02-28,1965/02/28,남,M,010-2676-1209,010-2676-1209,고등학교졸업,손해평가사,강원,춘천시험장,2026-10-25,2026/10/25,3,30000,없음,NONE,,30000,계좌이체,BANK_TRANSFER,대기,PENDING,결제대기,PENDING,2026-08-08 17:11,2026/08/08 17:11,가족보조,,,,,,2026,2차,Y,농작물재해보험이론과실무;가축재해보험이론과실무,,,,,,,
전문,DP2026624332,김정자,1934-09-07,1934/09/07,여,F,010-6356-8048,010-6356-8048,고등학교졸업,공인중개사,대전,대전시험장,2026-10-15,2026/10/15,3,15200,없음,NONE,,15200,신용카드,CARD,완료,PAID,접수완료,CONFIRMED,2026-08-09 15:49,2026/08/09 15:49,본인단독,,,,,,2026,2차,N,공인중개사법;부동산공법;부동산공시법;부동산세법,,,,,,,
전문,DP2026841460,백성호,1929-05-27,1929/05/27,남,M,010-6110-5771,010-6110-5771,고등학교졸업,공인중개사,제주,제주시험장,2026-10-22,2026/10/22,2,15200,없음,NONE,,15200,계좌이체,BANK_TRANSFER,완료,PAID,접수완료,CONFIRMED,2026-08-07 12:44,2026/08/07 12:44,가족보조,,,,,,2026,2차,Y,공인중개사법;부동산공법;부동산공시법;부동산세법,,,,,,,
전문,DP2026163355,성갑수,1938-11-10,1938/11/10,남,M,010-1454-1707,010-1454-1707,중학교졸업,공인중개사,제주,제주시험장,2026-10-18,2026/10/18,3,13400,없음,NONE,,13400,가상계좌,VIRTUAL_ACCOUNT,환불,REFUNDED,취소,CANCELLED,2026-08-03 19:19,2026/08/03 19:19,가족보조,,,,,,2026,1차,N,부동산학개론;민법및민사특별법,,,,,,,
전문,DP2026816232,심춘자,1958-06-04,1958/06/04,여,F,010-3068-8917,010-3068-8917,중학교졸업,공인중개사,세종,세종시험장,2026-10-20,2026/10/20,3,15200,없음,NONE,,15200,가상계좌,VIRTUAL_ACCOUNT,완료,PAID,접수완료,CONFIRMED,2026-08-01 16:06,2026/08/01 16:06,가족보조,,,,,,2026,2차,Y,공인중개사법;부동산공법;부동산공시법;부동산세법,,,,,,,
전문,DP2026466280,배삼석,1942-10-08,1942/10/08,남,M,010-7278-3148,010-7278-3148,대학원졸,손해평가사,강원,춘천시험장,2026-10-22,2026/10/22,3,30000,없음,NONE,,30000,가상계좌,VIRTUAL_ACCOUNT,완료,PAID,접수완료,CONFIRMED,2026-08-13 09:13,2026/08/13 09:13,본인단독,,,,,,2026,1차,N,상법(보험편);농어업재해보험법규,,,,,,,
전문,DP2026949242,하계순,1936-12-06,1936/12/06,여,F,010-1200-7850,010-1200-7850,고등학교졸업,손해평가사,인천,인천시험장,2026-10-21,2026/10/21,2,30000,없음,NONE,,30000,계좌이체,BANK_TRANSFER,완료,PAID,접수완료,CONFIRMED,2026-08-08 21:47,2026/08/08 21:47,본인단독,,,,,,2026,1차,N,상법(보험편);농어업재해보험법규,,,,,,,
전문,DP2026839574,최용기,1939-06-24,1939/06/24,남,M,010-7432-6071,010-7432-6071,고등학교졸업,손해평가사,충북,청주시험장,2026-10-19,2026/10/19,3,30000,없음,NONE,,30000,계좌이체,BANK_TRANSFER,완료,PAID,접수완료,CONFIRMED,2026-08-11 19:18,2026/08/11 19:18,본인단독,,,,,,2026,2차,Y,농작물재해보험이론과실무;가축재해보험이론과실무,,,,,,,
전문,DP2026449325,하정자,1961-12-04,1961/12/04,여,F,010-4749-7971,010-4749-7971,중학교졸업,손해평가사,충북,청주시험장,2026-10-23,2026/10/23,3,30000,없음,NONE,,30000,신용카드,CARD,환불,REFUNDED,취소,CANCELLED,2026-08-07 20:19,2026/08/07 20:19,본인단독,,,,,,2026,1차,N,상법(보험편);농어업재해보험법규,,,,,,,
전문,DP2026094381,남만수,1936-05-10,1936/05/10,남,M,010-8014-1043,010-8014-1043,고등학교졸업,공인중개사,강원,춘천시험장,2026-10-22,2026/10/22,1,15200,없음,NONE,,15200,가상계좌,VIRTUAL_ACCOUNT,완료,PAID,접수완료,CONFIRMED,2026-08-05 22:22,2026/08/05 22:22,가족보조,,,,,,2026,2차,Y,공인중개사법;부동산공법;부동산공시법;부동산세법,,,,,,,
전문,DP2026264004,고태호,1933-02-19,1933/02/19,남,M,010-1030-9441,010-1030-9441,고등학교졸업,공인중개사,충남,천안시험장,2026-10-22,2026/10/22,3,13400,없음,NONE,,13400,계좌이체,BANK_TRANSFER,완료,PAID,접수완료,CONFIRMED,2026-08-16 15:07,2026/08/16 15:07,본인단독,,,,,,2026,1차,N,부동산학개론;민법및민사특별법,,,,,,,
전문,DP2026876736,이상원,1950-03-25,1950/03/25,남,M,010-4827-7602,010-4827-7602,고등학교졸업,공인중개사,제주,제주시험장,2026-10-24,2026/10/24,1,13400,없음,NONE,,13400,가상계좌,VIRTUAL_ACCOUNT,완료,PAID,접수완료,CONFIRMED,2026-08-18 14:59,2026/08/18 14:59,본인단독,,,,,,2026,1차,N,부동산학개론;민법및민사특별법,,,,,,,
전문,DP2026016878,안금순,1936-09-17,1936/09/17,여,F,010-6986-6371,010-6986-6371,고등학교졸업,손해평가사,경남,창원시험장,2026-10-16,2026/10/16,3,30000,없음,NONE,,30000,신용카드,CARD,완료,PAID,접수완료,CONFIRMED,2026-08-16 18:17,2026/08/16 18:17,가족보조,,,,,,2026,2차,Y,농작물재해보험이론과실무;가축재해보험이론과실무,,,,,,,
전문,DP2026954141,장기철,1948-07-24,1948/07/24,남,M,010-3105-8766,010-3105-8766,대학교졸,공인중개사,전북,전주시험장,2026-10-25,2026/10/25,2,13400,없음,NONE,,13400,신용카드,CARD,완료,PAID,접수완료,CONFIRMED,2026-08-17 21:12,2026/08/17 21:12,본인단독,,,,,,2026,1차,N,부동산학개론;민법및민사특별법,,,,,,,
전문,DP2026809900,장명자,1937-05-16,1937/05/16,여,F,010-5297-9787,010-5297-9787,중학교졸업,공인중개사,대전,대전시험장,2026-10-22,2026/10/22,3,15200,없음,NONE,,15200,계좌이체,BANK_TRANSFER,완료,PAID,접수완료,CONFIRMED,2026-08-17 22:16,2026/08/17 22:16,본인단독,,,,,,2026,2차,N,공인중개사법;부동산공법;부동산공시법;부동산세법,,,,,,,
전문,DP2026983270,강병수,1963-02-24,1963/02/24,남,M,010-7723-1495,010-7723-1495,중학교졸업,손해평가사,경남,창원시험장,2026-10-18,2026/10/18,3,30000,없음,NONE,,30000,가상계좌,VIRTUAL_ACCOUNT,완료,PAID,접수완료,CONFIRMED,2026-08-04 19:53,2026/08/04 19:53,가족보조,,,,,,2026,2차,Y,농작물재해보험이론과실무;가축재해보험이론과실무,,,,,,,
전문,DP2026661592,홍성호,1956-04-25,1956/04/25,남,M,010-1734-5292,010-1734-5292,고등학교졸업,공인중개사,강원,춘천시험장,2026-10-18,2026/10/18,2,15200,없음,NONE,,15200,신용카드,CARD,환불,REFUNDED,취소,CANCELLED,2026-08-08 21:40,2026/08/08 21:40,가족보조,,,,,,2026,2차,Y,공인중개사법;부동산공법;부동산공시법;부동산세법,,,,,,,
전문,DP2026839460,이옥희,1958-12-05,1958/12/05,여,F,010-9292-6479,010-9292-6479,대학원졸,공인중개사,제주,제주시험장,2026-10-25,2026/10/25,3,15200,없음,NONE,,15200,계좌이체,BANK_TRANSFER,완료,PAID,접수완료,CONFIRMED,2026-08-19 09:40,2026/08/19 09:40,가족보조,,,,,,2026,2차,Y,공인중개사법;부동산공법;부동산공시법;부동산세법,,,,,,,
전문,DP2026513368,정귀순,1929-08-14,1929/08/14,여,F,010-1538-6610,010-1538-6610,대학교졸,손해평가사,전북,전주시험장,2026-10-25,2026/10/25,2,30000,없음,NONE,,30000,신용카드,CARD,완료,PAID,접수완료,CONFIRMED,2026-08-08 11:43,2026/08/08 11:43,본인단독,,,,,,2026,1차,N,상법(보험편);농어업재해보험법규,,,,,,,
전문,DP2026257388,황기철,1939-09-16,1939/09/16,남,M,010-5743-8274,010-5743-8274,전문대졸,공인중개사,경기,수원시험장,2026-10-21,2026/10/21,3,15200,없음,NONE,,15200,계좌이체,BANK_TRANSFER,완료,PAID,접수완료,CONFIRMED,2026-08-13 11:06,2026/08/13 11:06,가족보조,,,,,,2026,2차,Y,공인중개사법;부동산공법;부동산공시법;부동산세법,,,,,,,
