접수번호,성명,생년월일,성별,연락처,최종학력,자격종목,등급,시험유형,회차,시험구분,응시자격유형,시험지역,시험장,시험일자,교시,수수료,감면유형,감면금액,최종결제금액,결제수단,결제상태,접수상태,접수일시,사용맥락
DN2026922160,구재호,1953-05-19,남,010-8944-5208,대학교졸,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,강원,춘천시험장,2026-09-04,3,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-09 22:51:00,가족보조
DN2026149238,임만복,1938-11-22,남,010-5707-8037,무학,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,대전,대전시험장,2026-09-01,4,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-06 11:53:00,본인단독
DN2026695028,신영자,1964-07-26,여,010-4958-2313,대학교졸,굴착기운전기능사,기능사,상시CBT,,필기,경력,경기,고양시험장,2026-09-08,2,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-12 15:02:00,복지관
DN2026893976,전복순,1938-04-06,여,010-1046-5978,전문대졸,굴착기운전기능사,기능사,상시CBT,,필기,관련학과졸업,경북,포항시험장,2026-11-16,5,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-07 11:49:00,본인단독
DN2026139002,류영호,1938-02-08,남,010-6982-9129,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,대전,대전시험장,2026-11-10,4,14500,기초생활수급자,7250,7250,가상계좌,완료,접수완료,2026-08-02 21:10:00,가족보조
DN2026551218,고말자,1944-04-28,여,010-9190-7714,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,경력,부산,부산시험장,2026-11-13,4,14500,기초생활수급자,7250,7250,신용카드,완료,접수완료,2026-08-15 14:55:00,가족보조
DN2026021550,이운순,1934-10-26,여,010-5526-7410,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,비전공자,전북,전주시험장,2026-09-08,5,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-09 14:46:00,본인단독
DN2026255357,한말순,1966-07-08,여,010-1338-5209,전문대졸,지게차운전기능사,기능사,상시CBT,,필기,비전공자,광주,광주시험장,2026-11-17,4,14500,장애인,7250,7250,신용카드,대기,결제대기,2026-08-15 10:34:00,본인단독
DN2026035589,최갑수,1931-07-20,남,010-1190-6244,초등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,경력,대구,대구시험장,2026-10-16,3,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-16 21:14:00,가족보조
DN2026149695,손영숙,1933-02-22,여,010-5723-9716,대학교졸,지게차운전기능사,기능사,상시CBT,,필기,경력,충남,천안시험장,2026-10-05,1,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-02 14:40:00,본인단독
DN2026113845,심두만,1957-08-27,남,010-8968-8428,대학교졸,한식조리기능사,기능사,상시CBT,,필기,비전공자,광주,광주시험장,2026-10-13,3,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-07 19:02:00,가족보조
DN2026112214,장기철,1953-12-22,남,010-2522-3883,초등학교졸업,한식조리기능사,기능사,상시CBT,,필기,경력,경남,창원시험장,2026-09-04,1,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-17 18:45:00,가족보조
DN2026378449,남일남,1957-03-15,남,010-2467-5871,초등학교졸업,한식조리기능사,기능사,상시CBT,,필기,비전공자,경기,성남시험장,2026-11-13,4,14500,없음,0,14500,계좌이체,대기,결제대기,2026-08-01 16:17:00,본인단독
DN2026725696,박동호,1937-06-09,남,010-6662-2144,무학,한식조리기능사,기능사,상시CBT,,필기,비전공자,경남,창원시험장,2026-10-08,2,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-03 12:44:00,가족보조
DN2026697947,송삼석,1937-10-15,남,010-5431-5422,무학,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,충남,천안시험장,2026-11-06,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-03 15:14:00,본인단독
DN2026491595,정말자,1934-07-05,여,010-8235-5538,대학교졸,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,세종,세종시험장,2026-11-18,3,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-03 18:17:00,가족보조
DN2026751949,하순옥,1962-05-19,여,010-5567-7120,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,관련학과졸업,인천,인천시험장,2026-10-09,1,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-15 12:27:00,복지관
DN2026670351,오선옥,1938-02-11,여,010-3796-3969,전문대졸,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,울산,울산시험장,2026-09-09,2,14500,국가유공자,7250,7250,계좌이체,완료,접수완료,2026-08-07 10:46:00,복지관
DN2026693701,이운순,1959-09-15,여,010-4471-9622,중학교졸업,한식조리기능사,기능사,상시CBT,,필기,경력,세종,세종시험장,2026-10-13,3,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-05 18:57:00,본인단독
DN2026902461,홍만수,1933-10-11,남,010-3374-3968,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,강원,춘천시험장,2026-09-17,1,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-09 16:09:00,복지관
DN2026751849,고상원,1928-06-11,남,010-1611-2044,전문대졸,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,경남,창원시험장,2026-09-11,1,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-03 18:09:00,가족보조
DN2026069780,유경자,1952-05-11,여,010-9769-7707,고등학교졸업,전기기능사,기능사,정기,4,필기,경력,제주,제주시험장,2026-11-23,4,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-14 13:38:00,가족보조
DN2026848787,강필호,1946-05-17,남,010-1017-8073,고등학교졸업,전기기능사,기능사,정기,1,필기,관련학과졸업,전북,전주시험장,2026-10-07,2,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-18 10:24:00,가족보조
DN2026374925,오계순,1948-11-20,여,010-2250-3283,대학교졸,굴착기운전기능사,기능사,상시CBT,,필기,경력,충북,청주시험장,2026-11-21,3,14500,없음,0,14500,가상계좌,환불,취소,2026-08-18 20:21:00,가족보조
DN2026764477,김성호,1939-02-08,남,010-9790-2340,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,전남,순천시험장,2026-10-12,3,14500,장애인,7250,7250,계좌이체,완료,접수완료,2026-08-17 18:04:00,가족보조
DN2026005202,홍동호,1965-10-13,남,010-2044-9681,중학교졸업,전기기능사,기능사,정기,4,필기,비전공자,서울,서울1시험장,2026-10-24,5,14500,기초생활수급자,7250,7250,계좌이체,완료,접수완료,2026-08-13 17:24:00,가족보조
DN2026475001,우복순,1936-07-27,여,010-8197-4353,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,경력,광주,광주시험장,2026-09-20,4,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-10 10:29:00,가족보조
DN2026350438,류순자,1953-03-15,여,010-6183-5512,고등학교졸업,전기기능사,기능사,정기,4,필기,경력,전북,전주시험장,2026-10-06,2,14500,기초생활수급자,7250,7250,신용카드,완료,접수완료,2026-08-14 22:07:00,복지관
DN2026683436,김점순,1928-02-21,여,010-7732-5216,대학원졸,굴착기운전기능사,기능사,상시CBT,,필기,경력,충남,천안시험장,2026-10-08,5,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-03 16:23:00,본인단독
DN2026908040,윤기철,1933-12-17,남,010-4400-4804,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,강원,춘천시험장,2026-10-06,5,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-04 21:34:00,본인단독
DN2026545905,고점순,1931-08-27,여,010-5092-8450,전문대졸,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,서울,서울2시험장,2026-11-23,2,14500,없음,0,14500,신용카드,환불,취소,2026-08-02 21:50:00,복지관
DN2026005523,신필호,1944-10-11,남,010-2925-5748,중학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,충북,청주시험장,2026-10-17,1,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-09 10:23:00,가족보조
DN2026326246,곽복순,1945-09-07,여,010-2219-2113,고등학교졸업,전기기능사,기능사,정기,2,필기,경력,경북,포항시험장,2026-09-15,1,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-13 16:30:00,본인단독
DN2026107758,유봉숙,1964-03-09,여,010-4953-7042,전문대졸,전기기능사,기능사,정기,3,필기,비전공자,제주,제주시험장,2026-10-27,2,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-03 15:10:00,가족보조
DN2026200461,차미자,1929-09-23,여,010-2500-1961,전문대졸,지게차운전기능사,기능사,상시CBT,,필기,비전공자,서울,서울2시험장,2026-09-24,1,14500,장애인,7250,7250,가상계좌,완료,접수완료,2026-08-03 17:58:00,복지관
DN2026222769,송만복,1961-10-12,남,010-3296-8107,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,세종,세종시험장,2026-11-08,2,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-18 22:30:00,가족보조
DN2026524577,권갑수,1962-01-15,남,010-2285-4809,전문대졸,전기기능사,기능사,정기,1,필기,경력,광주,광주시험장,2026-10-12,5,14500,국가유공자,7250,7250,신용카드,완료,접수완료,2026-08-10 19:31:00,복지관
DN2026797268,송재호,1955-06-10,남,010-7989-1654,중학교졸업,한식조리기능사,기능사,상시CBT,,필기,경력,부산,부산남부시험장,2026-10-03,1,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-15 13:04:00,복지관
DN2026217348,정순자,1941-08-04,여,010-7062-2327,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,강원,춘천시험장,2026-11-15,1,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-17 17:19:00,복지관
DN2026894685,성옥분,1950-11-03,여,010-7964-8840,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,경력,충북,청주시험장,2026-10-17,2,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-10 15:23:00,본인단독
DN2026568509,전필호,1935-07-08,남,010-1048-5648,중학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,경력,세종,세종시험장,2026-10-23,3,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-16 19:05:00,가족보조
DN2026014610,박영숙,1931-10-04,여,010-4634-3805,중학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,충남,천안시험장,2026-09-18,2,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-18 17:47:00,본인단독
DN2026218626,고순옥,1941-09-25,여,010-7504-8975,대학교졸,지게차운전기능사,기능사,상시CBT,,필기,경력,울산,울산시험장,2026-11-13,3,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-17 15:38:00,본인단독
DN2026831060,차선옥,1944-08-19,여,010-8100-9897,고등학교졸업,전기기능사,기능사,정기,3,필기,관련학과졸업,경남,창원시험장,2026-10-19,1,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-18 21:47:00,가족보조
DN2026724749,임일남,1939-05-06,남,010-7101-2754,전문대졸,지게차운전기능사,기능사,상시CBT,,필기,관련학과졸업,대구,대구시험장,2026-10-11,1,14500,없음,0,14500,신용카드,환불,취소,2026-08-09 13:42:00,복지관
DN2026853069,유정호,1964-04-03,남,010-6600-8177,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,비전공자,제주,제주시험장,2026-11-26,5,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-16 10:27:00,본인단독
DN2026546035,백만복,1961-08-22,남,010-7650-9988,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,충북,청주시험장,2026-09-27,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-05 20:53:00,복지관
DN2026405134,고용기,1964-02-11,남,010-7242-4944,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,경력,인천,인천시험장,2026-11-08,4,14500,국가유공자,7250,7250,신용카드,완료,접수완료,2026-08-08 21:31:00,가족보조
DN2026270198,서경자,1955-02-10,여,010-8734-2179,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,경력,제주,제주시험장,2026-10-21,5,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-01 09:57:00,복지관
DN2026933777,차필호,1955-12-11,남,010-8023-3245,대학교졸,전기기능사,기능사,정기,1,필기,관련학과졸업,대구,대구시험장,2026-09-17,1,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-08 13:45:00,본인단독
DN2026057408,성두만,1953-02-26,남,010-6516-4933,고등학교졸업,전기기능사,기능사,정기,2,필기,관련학과졸업,세종,세종시험장,2026-11-27,3,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-08 18:18:00,본인단독
DN2026762794,김동석,1929-01-05,남,010-4911-4933,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,부산,부산시험장,2026-11-08,5,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-11 15:09:00,본인단독
DN2026853114,안만수,1941-01-20,남,010-8023-3375,대학교졸,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,광주,광주시험장,2026-09-19,2,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-09 16:44:00,본인단독
DN2026662154,조귀순,1938-10-16,여,010-9236-2534,고등학교졸업,전기기능사,기능사,정기,1,필기,비전공자,경기,고양시험장,2026-10-18,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-14 18:00:00,가족보조
DN2026764076,권복순,1964-05-06,여,010-2978-1123,중학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,울산,울산시험장,2026-10-22,1,14500,없음,0,14500,신용카드,환불,취소,2026-08-17 17:18:00,복지관
DN2026092496,우두만,1930-06-13,남,010-9044-1632,초등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,세종,세종시험장,2026-10-01,1,14500,국가유공자,7250,7250,신용카드,완료,접수완료,2026-08-15 13:54:00,복지관
DN2026603308,서말순,1964-11-01,여,010-4092-8411,중학교졸업,전기기능사,기능사,정기,4,필기,경력,인천,인천시험장,2026-11-08,2,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-14 16:44:00,본인단독
DN2026194629,노귀순,1946-11-10,여,010-9580-8194,초등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,관련학과졸업,경남,창원시험장,2026-11-26,5,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-02 22:18:00,복지관
DN2026342666,권광수,1949-11-11,남,010-1352-2429,대학원졸,한식조리기능사,기능사,상시CBT,,필기,경력,광주,광주시험장,2026-09-10,2,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-03 21:29:00,본인단독
DN2026753827,권철수,1944-01-14,남,010-3014-8713,대학원졸,지게차운전기능사,기능사,상시CBT,,필기,경력,충남,천안시험장,2026-10-16,5,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-04 14:51:00,가족보조
DN2026490680,윤영호,1939-06-15,남,010-1451-3059,전문대졸,한식조리기능사,기능사,상시CBT,,필기,비전공자,세종,세종시험장,2026-10-11,1,14500,국가유공자,7250,7250,계좌이체,완료,접수완료,2026-08-04 22:26:00,본인단독
DN2026341848,양정순,1941-02-07,여,010-3789-9801,전문대졸,지게차운전기능사,기능사,상시CBT,,필기,경력,충북,청주시험장,2026-11-05,4,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-08 09:14:00,본인단독
DN2026308695,한영호,1940-09-03,남,010-6917-7587,대학교졸,전기기능사,기능사,정기,2,필기,관련학과졸업,전북,전주시험장,2026-11-18,2,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-04 14:00:00,복지관
DN2026570942,장순자,1951-04-21,여,010-8643-9003,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,비전공자,경남,창원시험장,2026-09-25,5,14500,국가유공자,7250,7250,신용카드,완료,접수완료,2026-08-03 11:06:00,본인단독
DN2026816107,정성호,1943-10-02,남,010-8341-1911,대학교졸,지게차운전기능사,기능사,상시CBT,,필기,관련학과졸업,세종,세종시험장,2026-09-04,3,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-01 19:08:00,가족보조
DN2026979510,전동호,1965-12-03,남,010-5190-3550,전문대졸,전기기능사,기능사,정기,4,필기,관련학과졸업,세종,세종시험장,2026-10-15,5,14500,없음,0,14500,신용카드,환불,취소,2026-08-10 10:36:00,복지관
DN2026293630,고옥분,1939-06-12,여,010-2523-4138,중학교졸업,지게차운전기능사,기능사,상시CBT,,필기,경력,충남,천안시험장,2026-11-18,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-14 09:08:00,본인단독
DN2026043234,우복남,1948-06-13,남,010-2456-2055,전문대졸,굴착기운전기능사,기능사,상시CBT,,필기,관련학과졸업,경북,포항시험장,2026-10-11,2,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-01 12:53:00,가족보조
DN2026257635,구철수,1944-12-04,남,010-1085-9808,대학교졸,지게차운전기능사,기능사,상시CBT,,필기,경력,인천,인천시험장,2026-11-19,2,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-09 18:15:00,복지관
DN2026748191,홍경자,1953-11-22,여,010-2150-2167,중학교졸업,한식조리기능사,기능사,상시CBT,,필기,비전공자,제주,제주시험장,2026-09-12,5,14500,기초생활수급자,7250,7250,가상계좌,완료,접수완료,2026-08-15 09:45:00,가족보조
DN2026975902,차삼석,1965-04-13,남,010-9038-3385,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,경력,경북,포항시험장,2026-10-12,3,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-06 22:12:00,가족보조
DN2026063004,하복남,1947-08-26,남,010-9033-1683,중학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,경력,전남,순천시험장,2026-09-05,5,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-05 11:09:00,복지관
DN2026640231,양정순,1946-03-05,여,010-4808-8255,대학원졸,굴착기운전기능사,기능사,상시CBT,,필기,관련학과졸업,대전,대전시험장,2026-09-26,1,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-12 18:16:00,본인단독
DN2026899340,황복남,1944-10-11,남,010-3350-4304,대학교졸,한식조리기능사,기능사,상시CBT,,필기,비전공자,부산,부산남부시험장,2026-10-14,4,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-07 16:32:00,본인단독
DN2026090429,고계순,1963-10-16,여,010-7243-7607,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,비전공자,충남,천안시험장,2026-09-06,2,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-15 17:50:00,본인단독
DN2026452274,신두만,1947-05-26,남,010-3801-6127,대학교졸,한식조리기능사,기능사,상시CBT,,필기,비전공자,인천,인천시험장,2026-09-18,5,14500,장애인,7250,7250,가상계좌,완료,접수완료,2026-08-16 15:39:00,본인단독
DN2026063113,유봉숙,1952-07-06,여,010-8695-5921,전문대졸,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,충남,천안시험장,2026-09-11,3,14500,기초생활수급자,7250,7250,가상계좌,완료,접수완료,2026-08-11 20:53:00,본인단독
DN2026562059,윤일남,1938-03-24,남,010-6845-6901,중학교졸업,전기기능사,기능사,정기,3,필기,관련학과졸업,충북,청주시험장,2026-10-02,5,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-04 11:43:00,가족보조
DN2026673867,홍상길,1961-08-20,남,010-2190-7109,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,비전공자,대전,대전시험장,2026-11-11,2,14500,없음,0,14500,가상계좌,대기,결제대기,2026-08-02 17:14:00,가족보조
DN2026684736,김영수,1931-09-20,남,010-7402-8652,전문대졸,지게차운전기능사,기능사,상시CBT,,필기,비전공자,충남,천안시험장,2026-11-16,5,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-10 10:04:00,복지관
DN2026297907,노순옥,1947-09-17,여,010-3949-5742,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,비전공자,부산,부산남부시험장,2026-11-27,5,14500,없음,0,14500,계좌이체,환불,취소,2026-08-06 21:06:00,본인단독
DN2026590127,곽복순,1957-04-15,여,010-9919-7968,중학교졸업,전기기능사,기능사,정기,2,필기,경력,부산,부산시험장,2026-11-10,2,14500,없음,0,14500,계좌이체,환불,취소,2026-08-07 11:05:00,본인단독
DN2026622897,차삼석,1953-02-22,남,010-5968-5850,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,비전공자,경기,성남시험장,2026-10-07,3,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-06 16:35:00,복지관
DN2026776605,신근호,1957-07-13,남,010-8162-8847,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,경력,경기,고양시험장,2026-11-15,2,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-12 22:26:00,가족보조
DN2026803656,최필순,1929-02-14,여,010-2859-8877,전문대졸,한식조리기능사,기능사,상시CBT,,필기,비전공자,강원,춘천시험장,2026-10-18,5,14500,없음,0,14500,신용카드,환불,취소,2026-08-07 16:20:00,복지관
DN2026018685,박광수,1958-09-28,남,010-3778-1511,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,비전공자,경북,포항시험장,2026-10-17,4,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-06 10:37:00,복지관
DN2026223474,손정순,1951-04-16,여,010-5691-6298,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,세종,세종시험장,2026-10-23,2,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-08 10:43:00,복지관
DN2026498386,곽종수,1961-03-22,남,010-7117-1133,고등학교졸업,지게차운전기능사,기능사,상시CBT,,필기,비전공자,울산,울산시험장,2026-11-22,2,14500,차상위계층,7250,7250,계좌이체,완료,접수완료,2026-08-10 20:29:00,가족보조
DN2026778762,신말자,1937-04-18,여,010-1941-4494,중학교졸업,지게차운전기능사,기능사,상시CBT,,필기,비전공자,경기,성남시험장,2026-09-04,3,14500,없음,0,14500,계좌이체,대기,결제대기,2026-08-19 15:35:00,복지관
DN2026875788,임원호,1958-08-16,남,010-9152-7243,중학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,울산,울산시험장,2026-09-17,2,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-13 17:23:00,본인단독
DN2026721563,박재호,1965-06-27,남,010-7884-9857,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,비전공자,경기,수원시험장,2026-09-13,3,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-11 12:09:00,복지관
DN2026433532,민순자,1953-11-06,여,010-1989-9987,전문대졸,전기기능사,기능사,정기,2,필기,관련학과졸업,대구,대구시험장,2026-11-12,2,14500,기초생활수급자,7250,7250,신용카드,환불,취소,2026-08-16 10:01:00,복지관
DN2026624645,허영숙,1928-01-23,여,010-5190-5690,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,광주,광주시험장,2026-10-15,3,14500,차상위계층,7250,7250,계좌이체,완료,접수완료,2026-08-04 13:07:00,가족보조
DN2026715866,권영호,1931-03-25,남,010-4998-5546,대학교졸,한식조리기능사,기능사,상시CBT,,필기,경력,인천,인천시험장,2026-11-02,2,14500,없음,0,14500,신용카드,환불,취소,2026-08-08 13:52:00,가족보조
DN2026444042,송인순,1946-10-15,여,010-5806-5285,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,충남,천안시험장,2026-10-22,5,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-08 20:56:00,복지관
DN2026015286,주복남,1955-10-21,남,010-8260-6803,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,인천,인천시험장,2026-11-27,1,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-14 19:47:00,본인단독
DN2026688179,이운순,1948-09-08,여,010-8545-1301,고등학교졸업,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,전남,순천시험장,2026-10-13,5,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-14 21:15:00,가족보조
DN2026780095,강영호,1931-06-10,남,010-2614-3722,고등학교졸업,전기기능사,기능사,정기,1,필기,경력,대전,대전시험장,2026-10-10,2,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-03 19:53:00,복지관
DN2026069711,우말순,1943-01-27,여,010-7927-3739,중학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,관련학과졸업,전남,순천시험장,2026-09-18,3,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-17 18:13:00,본인단독
DN2026546468,정만수,1931-12-20,남,010-4186-8840,대학교졸,굴착기운전기능사,기능사,상시CBT,,필기,경력,인천,인천시험장,2026-11-27,3,14500,차상위계층,7250,7250,신용카드,대기,결제대기,2026-08-04 09:17:00,본인단독
DN2026797730,신정호,1938-10-18,남,010-4953-5380,대학교졸,전기기능사,기능사,정기,2,필기,비전공자,인천,인천시험장,2026-10-07,3,14500,기초생활수급자,7250,7250,신용카드,완료,접수완료,2026-08-18 12:54:00,본인단독
DN2026272819,신영숙,1958-09-14,여,010-3140-2828,대학교졸,한식조리기능사,기능사,상시CBT,,필기,비전공자,경남,창원시험장,2026-09-04,4,14500,기초생활수급자,7250,7250,계좌이체,완료,접수완료,2026-08-15 10:55:00,본인단독
DN2026918150,안영호,1965-02-26,남,010-3637-2938,전문대졸,한식조리기능사,기능사,상시CBT,,필기,관련학과졸업,충북,청주시험장,2026-09-23,4,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-10 12:27:00,본인단독
DN2026810993,안만수,1935-10-28,남,010-6743-5714,대학원졸,한식조리기능사,기능사,상시CBT,,필기,경력,대구,대구시험장,2026-11-27,1,14500,없음,0,14500,계좌이체,대기,결제대기,2026-08-14 15:13:00,본인단독
DN2026040758,손갑수,1951-12-17,남,010-4176-1620,전문대졸,지게차운전기능사,기능사,상시CBT,,필기,비전공자,광주,광주시험장,2026-09-26,2,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-02 17:20:00,복지관
DN2026777533,전말순,1946-01-17,여,010-4043-1979,대학교졸,지게차운전기능사,기능사,상시CBT,,필기,경력,서울,서울남부시험장,2026-09-15,3,14500,기초생활수급자,7250,7250,계좌이체,완료,접수완료,2026-08-12 12:35:00,본인단독
DN2026935207,곽정순,1966-12-19,여,010-6034-4876,대학원졸,지게차운전기능사,기능사,상시CBT,,필기,경력,경기,성남시험장,2026-11-08,3,14500,차상위계층,7250,7250,계좌이체,완료,접수완료,2026-08-05 11:15:00,복지관
DN2026012622,구계순,1965-07-04,여,010-7136-5934,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,전남,순천시험장,2026-09-07,4,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-01 22:41:00,복지관
DN2026343370,한상원,1954-02-27,남,010-9337-5488,대학교졸,지게차운전기능사,기능사,상시CBT,,필기,비전공자,전남,순천시험장,2026-10-12,4,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-19 17:56:00,가족보조
DN2026509314,서춘희,1945-10-01,여,010-9508-8191,대학교졸,한식조리기능사,기능사,상시CBT,,필기,경력,부산,부산남부시험장,2026-09-24,4,14500,없음,0,14500,계좌이체,완료,접수완료,2026-08-05 17:24:00,본인단독
DN2026229159,노갑순,1937-11-07,여,010-7787-1798,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,서울,서울남부시험장,2026-10-05,2,14500,없음,0,14500,가상계좌,완료,접수완료,2026-08-04 15:58:00,본인단독
DN2026274444,허원호,1947-05-14,남,010-6072-1660,고등학교졸업,굴착기운전기능사,기능사,상시CBT,,필기,비전공자,인천,인천시험장,2026-09-23,1,14500,없음,0,14500,신용카드,완료,접수완료,2026-08-17 15:45:00,복지관
